,last_name,first_name,birthday,type,state,district,party,url,phone,contact_form,twitter,facebook,id,sample,votes_with_party_pct,dw_nominate
334,Sinema,Kyrsten,7/12/1976,rep,AZ,9,Democrat,https://sinema.house.gov,202-225-9888,,RepSinema,CongresswomanSinema,S001191,1,80.26,-0.133
335,LaMalfa,Doug,7/2/1960,rep,CA,1,Republican,https://lamalfa.house.gov,202-225-3076,,RepLaMalfa,RepLaMalfa,L000578,1,96.47,0.679
336,Huffman,Jared,2/18/1964,rep,CA,2,Democrat,https://huffman.house.gov,202-225-5161,,RepHuffman,RepHuffman,H001068,1,93.95,-0.469
337,Bera,Ami,3/2/1965,rep,CA,7,Democrat,https://bera.house.gov,202-225-5716,,RepBera,RepAmiBera,B001287,1,88.53,-0.207
338,Cook,Paul,3/3/1943,rep,CA,8,Republican,https://cook.house.gov,202-225-5861,,RepPaulCook,RepPaulCook,C001094,1,95.08,0.527
339,Swalwell,Eric,11/16/1980,rep,CA,15,Democrat,https://swalwell.house.gov,202-225-5065,,RepSwalwell,CongressmanEricSwalwell,S001193,1,92.75,-0.372
340,Valadao,David,4/14/1977,rep,CA,21,Republican,https://valadao.house.gov,202-225-4695,,RepDavidValadao,CongressmanDavidValadao,V000129,1,89.46,0.598
341,Brownley,Julia,8/28/1952,rep,CA,26,Democrat,https://juliabrownley.house.gov,202-225-5811,,JuliaBrownley26,RepJuliaBrownley,B001285,1,91.16,-0.336
342,C?rdenas,Tony,3/31/1963,rep,CA,29,Democrat,https://cardenas.house.gov,202-225-6131,,RepCardenas,repcardenas,C001097,1,93.27,-0.373
343,Ruiz,Raul,8/25/1972,rep,CA,36,Democrat,https://ruiz.house.gov,202-225-5330,,CongressmanRuiz,CongressmanRaulRuizMD,R000599,1,85,-0.205
344,Takano,Mark,12/10/1960,rep,CA,41,Democrat,https://takano.house.gov,202-225-2305,,RepMarkTakano,RepMarkTakano,T000472,1,94.54,-0.481
345,Lowenthal,Alan,3/8/1941,rep,CA,47,Democrat,https://lowenthal.house.gov,202-225-7924,,RepLowenthal,RepLowenthal,L000579,1,95,-0.524
346,Vargas,Juan,3/7/1961,rep,CA,51,Democrat,https://vargas.house.gov,202-225-8045,,RepJuanVargas,RepJuanVargas,V000130,1,93.41,-0.404
347,Peters,Scott,6/17/1958,rep,CA,52,Democrat,https://scottpeters.house.gov,202-225-0508,,RepScottPeters,RepScottPeters,P000608,1,83.55,-0.165
348,Esty,Elizabeth,8/25/1959,rep,CT,5,Democrat,https://esty.house.gov,202-225-4476,,RepEsty,RepEsty,E000293,1,93.34,-0.342
349,Yoho,Ted,4/13/1955,rep,FL,3,Republican,https://yoho.house.gov,202-225-5744,,RepTedYoho,CongressmanTedYoho,Y000065,1,91.21,0.947
350,DeSantis,Ron,9/14/1978,rep,FL,6,Republican,https://desantis.house.gov,202-225-2706,,RepDeSantis,RepDeSantis,D000621,1,92.93,0.913
351,Frankel,Lois,5/16/1948,rep,FL,21,Democrat,https://frankel.house.gov,202-225-9890,,RepLoisFrankel,RepLoisFrankel,F000462,1,95.42,-0.438
352,Collins,Doug,8/16/1966,rep,GA,9,Republican,https://dougcollins.house.gov,202-225-9893,,RepDougCollins,RepresentativeDougCollins,C001093,1,93.53,0.93
353,Gabbard,Tulsi,4/12/1981,rep,HI,2,Democrat,https://gabbard.house.gov,202-225-4906,,TulsiPress,RepTulsiGabbard,G000571,1,91.95,-0.281
354,Duckworth,Tammy,3/12/1968,sen,IL,,Democrat,https://www.duckworth.senate.gov,202-224-2854,https://www.duckworth.senate.gov/content/contact-senator,SenDuckworth,SenDuckworth,D000622,1,90.64,-0.298
355,Davis,Rodney,1/5/1970,rep,IL,13,Republican,https://rodneydavis.house.gov,202-225-2371,,RodneyDavis,RepRodneyDavis,D000619,1,89.77,0.726
356,Bustos,Cheri,10/17/1961,rep,IL,17,Democrat,https://bustos.house.gov,202-225-5905,,RepCheri,RepCheri,B001286,1,87.45,-0.215
357,Walorski,Jackie,8/17/1963,rep,IN,2,Republican,https://walorski.house.gov,202-225-3915,,RepWalorski,RepJackieWalorski,W000813,1,95.43,0.597
358,Brooks,Susan,8/25/1960,rep,IN,5,Republican,https://susanwbrooks.house.gov,202-225-2276,,SusanWBrooks,congresswomansusanwbrooks,B001284,1,95.62,0.644
359,Messer,Luke,2/27/1969,rep,IN,6,Republican,https://messer.house.gov,202-225-3021,,RepLukeMesser,RepLukeMesser,M001189,1,95.82,0.806
360,Barr,Garland,7/24/1973,rep,KY,6,Republican,https://barr.house.gov,202-225-4706,,RepAndyBarr,RepAndyBarr,B001282,1,94.86,0.767
361,Warren,Elizabeth,6/22/1949,sen,MA,,Democrat,https://www.warren.senate.gov,202-224-4543,https://www.warren.senate.gov/?p=email_senator,SenWarren,senatorelizabethwarren,W000817,1,97.67,-0.541
362,Kennedy,Joseph,10/4/1980,rep,MA,4,Democrat,https://kennedy.house.gov,202-225-5931,,RepJoeKennedy,3.02E+14,K000379,1,95.31,-0.472
363,Delaney,John,4/16/1963,rep,MD,6,Democrat,https://delaney.house.gov,202-225-2721,,RepJohnDelaney,congressmanjohndelaney,D000620,1,91.94,-0.302
364,King,Angus,3/31/1944,sen,ME,,Independent,https://www.king.senate.gov,202-224-5344,https://www.king.senate.gov/contact,SenAngusKing,SenatorAngusSKingJr,K000383,1,95.4,-0.268
365,Kildee,Daniel,8/11/1958,rep,MI,5,Democrat,https://dankildee.house.gov,202-225-3611,,RepDanKildee,RepDanKildee,K000380,1,95.54,-0.401
366,Nolan,Richard,12/17/1943,rep,MN,8,Democrat,https://nolan.house.gov,202-225-6211,,USRepRickNolan,UsRepRickNolan,N000127,1,90.15,-0.444
367,Wagner,Ann,9/13/1962,rep,MO,2,Republican,https://wagner.house.gov,202-225-1621,,RepAnnWagner,RepAnnWagner,W000812,1,96.91,0.723
368,Daines,Steve,8/20/1962,sen,MT,,Republican,https://www.daines.senate.gov,202-224-2651,https://www.daines.senate.gov/connect/email-steve,SteveDaines,SteveDainesMT,D000618,1,89.24,
369,Hudson,Richard,11/4/1971,rep,NC,8,Republican,https://hudson.house.gov,202-225-3715,,RepRichHudson,RepRichHudson,H001067,1,92.48,0.969
370,Pittenger,Robert,8/15/1948,rep,NC,9,Republican,https://pittenger.house.gov,202-225-1976,,RepPittenger,congressmanpittenger,P000606,1,94.24,0.862
371,Meadows,Mark,7/28/1959,rep,NC,11,Republican,https://meadows.house.gov,202-225-6401,,RepMarkMeadows,Repmarkmeadows,M001187,1,93.98,0.814
372,Holding,George,4/17/1968,rep,NC,2,Republican,https://holding.house.gov,202-225-3032,,RepHolding,CongressmanGeorgeHolding,H001065,1,93.79,0.886
373,Heitkamp,Heidi,10/30/1955,sen,ND,,Democrat,https://www.heitkamp.senate.gov/public,202-224-2043,http://www.heitkamp.senate.gov/public/index.cfm/contact,SenatorHeitkamp,SenatorHeidiHeitkamp,H001069,1,94.7,-0.292
374,Cramer,Kevin,1/21/1961,rep,ND,0,Republican,https://cramer.house.gov,202-225-2611,,RepKevinCramer,CongressmanKevinCramer,C001096,1,93.81,0.419
375,Fischer,Deb,3/1/1951,sen,NE,,Republican,https://www.fischer.senate.gov,202-224-6551,http://www.fischer.senate.gov/public/index.cfm/contact,SenatorFischer,senatordebfischer,F000463,1,94.37,0.559
376,Kuster,Ann,9/5/1956,rep,NH,2,Democrat,https://kuster.house.gov,202-225-5206,,RepAnnieKuster,CongresswomanAnnieKuster,K000382,1,92.88,-0.309
377,Lujan Grisham,Michelle,10/24/1959,rep,NM,1,Democrat,https://lujangrisham.house.gov,202-225-6316,,RepLujanGrisham,RepLujanGrisham,L000580,1,92.32,-0.353
378,Meng,Grace,10/1/1975,rep,NY,6,Democrat,https://meng.house.gov,202-225-2601,,RepGraceMeng,repgracemeng,M001188,1,94.56,-0.367
379,Jeffries,Hakeem,8/4/1970,rep,NY,8,Democrat,https://jeffries.house.gov,202-225-5936,,RepJeffries,RepHakeemJeffries,J000294,1,94.22,-0.439
380,Maloney,Sean,7/30/1966,rep,NY,18,Democrat,https://seanmaloney.house.gov,202-225-5441,,RepSeanMaloney,RepSeanMaloney,M001185,1,84.07,-0.394
381,Collins,Chris,5/20/1950,rep,NY,27,Republican,https://chriscollins.house.gov,202-225-5265,,RepChrisCollins,RepChrisCollins,C001092,1,95.54,0.527
382,Wenstrup,Brad,6/17/1958,rep,OH,2,Republican,https://wenstrup.house.gov,202-225-3164,,RepBradWenstrup,RepBradWenstrup,W000815,1,95.33,0.779
383,Beatty,Joyce,3/12/1950,rep,OH,3,Democrat,https://beatty.house.gov,202-225-4324,,RepBeatty,RepJoyceBeatty,B001281,1,96.07,-0.444
384,Joyce,David,3/17/1957,rep,OH,14,Republican,https://joyce.house.gov,202-225-5731,,RepDaveJoyce,RepDaveJoyce,J000295,1,89.33,0.508
385,Bridenstine,Jim,6/15/1975,rep,OK,1,Republican,https://bridenstine.house.gov,202-225-2211,,RepJBridenstine,CongressmanJimBridenstine,B001283,1,92.29,0.982
386,Mullin,Markwayne,7/26/1977,rep,OK,2,Republican,https://mullin.house.gov,202-225-2701,,RepMullin,RepMullin,M001190,1,95.44,0.721
387,Perry,Scott,5/27/1962,rep,PA,4,Republican,https://perry.house.gov,202-225-5836,,RepScottPerry,repscottperry,P000605,1,93.32,0.812
388,Rothfus,Keith,4/25/1962,rep,PA,12,Republican,https://rothfus.house.gov,202-225-2065,,KeithRothfus,keithrothfus,R000598,1,95.38,0.7
389,Cartwright,Matthew,5/1/1961,rep,PA,17,Democrat,https://cartwright.house.gov,202-225-5546,,RepCartwright,CongressmanMattCartwright,C001090,1,94.94,-0.469
390,Rice,Tom,8/4/1957,rep,SC,7,Republican,https://rice.house.gov,202-225-9895,,RepTomRice,reptomrice,R000597,1,94.08,0.797
391,Cruz,Ted,12/22/1970,sen,TX,,Republican,https://www.cruz.senate.gov,202-224-5922,https://www.cruz.senate.gov/?p=form&id=16,SenTedCruz,SenatorTedCruz,C001098,1,87.6,0.962
392,Weber,Randy,7/2/1953,rep,TX,14,Republican,https://weber.house.gov,202-225-2831,,TXRandy14,TXRandy14,W000814,1,91.74,0.918
393,O?ó»Rourke,Beto,9/26/1972,rep,TX,16,Democrat,https://orourke.house.gov,202-225-4831,,RepBetoORourke,betoorourketx16,O000170,1,94.03,-0.404
394,Castro,Joaquin,9/16/1974,rep,TX,20,Democrat,https://castro.house.gov,202-225-3236,,JoaquinCastrotx,3.26E+14,C001091,1,94.89,-0.383
395,Williams,Roger,9/13/1949,rep,TX,25,Republican,https://williams.house.gov,202-225-9896,,RepRWilliams,RepRogerWilliams,W000816,1,96.86,0.744
396,Veasey,Marc,1/3/1971,rep,TX,33,Democrat,https://veasey.house.gov,202-225-9897,,RepVeasey,CongressmanMarcVeasey,V000131,1,92.11,-0.375
397,Vela,Filemon,2/13/1963,rep,TX,34,Democrat,https://vela.house.gov,202-225-9901,,RepFilemonVela,USCongressmanFilemonVela,V000132,1,85.54,-0.288
398,Stewart,Chris,7/15/1960,rep,UT,2,Republican,https://stewart.house.gov,202-225-9730,,RepChrisStewart,RepChrisStewart,S001192,1,95.18,0.651
399,Kaine,Timothy,2/26/1958,sen,VA,,Democrat,https://www.kaine.senate.gov,202-224-4024,https://www.kaine.senate.gov/contact,SenKaineOffice,SenatorKaine,K000384,1,97.84,-0.313
400,Kilmer,Derek,1/1/1974,rep,WA,6,Democrat,https://kilmer.house.gov,202-225-5916,,RepDerekKilmer,derek.kilmer,K000381,1,90.75,-0.282
401,Heck,Denny,7/29/1952,rep,WA,10,Democrat,https://dennyheck.house.gov,202-225-9740,,RepDennyHeck,CongressmanDennyHeck,H001064,1,94.79,-0.33
402,Pocan,Mark,8/14/1964,rep,WI,2,Democrat,https://pocan.house.gov,202-225-2906,,RepMarkPocan,repmarkpocan,P000607,1,94.6,-0.629
403,Kelly,Robin,4/30/1956,rep,IL,2,Democrat,https://robinkelly.house.gov,202-225-0773,,RepRobinKelly,reprobinkelly,K000385,1,96.1,-0.405
404,Sanford,Marshall,5/28/1960,rep,SC,1,Republican,https://sanford.house.gov,202-225-3176,,RepSanfordSC,RepSanfordSC,S000051,1,82.23,
405,Smith,Jason,6/16/1980,rep,MO,8,Republican,https://jasonsmith.house.gov,202-225-4404,,RepJasonSmith,repjasonsmith,S001195,1,96.15,0.829
406,Booker,Cory,4/27/1969,sen,NJ,,Democrat,https://www.booker.senate.gov,202-224-3224,https://www.booker.senate.gov/?p=contact,SenBooker,,B001288,1,98.81,-0.456
407,Clark,Katherine,7/17/1963,rep,MA,5,Democrat,https://katherineclark.house.gov,202-225-2836,,RepKClark,CongresswomanClark,C001101,1,95.26,
408,Byrne,Bradley,2/16/1955,rep,AL,1,Republican,https://byrne.house.gov,202-225-4931,,RepByrne,RepByrne,B001289,1,97.49,
409,Brat,David,7/27/1964,rep,VA,7,Republican,https://brat.house.gov,202-225-2815,,RepDaveBrat,RepDaveBrat,B001290,1,91.49,
410,Norcross,Donald,12/13/1958,rep,NJ,1,Democrat,https://norcross.house.gov,202-225-6501,,DonaldNorcross,DonaldNorcrossNJ,N000188,1,93.62,
411,Adams,Alma,5/27/1946,rep,NC,12,Democrat,https://adams.house.gov,202-225-1510,,RepAdams,CongresswomanAdams,A000370,1,97.83,
412,Palmer,Gary,5/14/1954,rep,AL,6,Republican,https://palmer.house.gov,202-225-4921,,USRepGaryPalmer,CongressmanGaryPalmer,P000609,1,93.94,
413,Hill,French,12/5/1956,rep,AR,2,Republican,https://hill.house.gov,202-225-2506,,RepFrenchHill,RepFrenchHill,H001072,1,95.44,
414,Westerman,Bruce,11/18/1967,rep,AR,4,Republican,https://westerman.house.gov,202-225-3772,,RepWesterman,RepWesterman,W000821,1,97.42,
415,McSally,Martha,3/22/1966,rep,AZ,2,Republican,https://mcsally.house.gov,202-225-2542,,RepMcSally,RepMcSally,M001197,1,91.85,
416,Gallego,Ruben,11/20/1979,rep,AZ,7,Democrat,https://rubengallego.house.gov,202-225-4065,,RepRubenGallego,RepRubenGallego,G000574,1,97.32,
417,DeSaulnier,Mark,3/31/1952,rep,CA,11,Democrat,https://desaulnier.house.gov,202-225-2095,,RepDeSaulnier,RepMarkDeSaulnier,D000623,1,96.64,
418,Knight,Steve,12/17/1966,rep,CA,25,Republican,https://knight.house.gov,202-225-1956,,SteveKnight25,RepresentativeSteveKnight,K000387,1,95.71,
419,Aguilar,Pete,6/19/1979,rep,CA,31,Democrat,https://aguilar.house.gov,202-225-3201,,reppeteaguilar,reppeteaguilar,A000371,1,90.45,
420,Lieu,Ted,3/29/1969,rep,CA,33,Democrat,https://lieu.house.gov,202-225-3976,,RepTedLieu,RepTedLieu,L000582,1,94.89,
421,Torres,Norma,4/4/1965,rep,CA,35,Democrat,https://torres.house.gov,202-225-6161,,NormaJTorres,RepNormaTorres,T000474,1,95.49,
422,Walters,Mimi,5/14/1962,rep,CA,45,Republican,https://walters.house.gov,202-225-5611,,RepMimiWalters,RepMimiWalters,W000820,1,95.42,
423,Buck,Ken,2/16/1959,rep,CO,4,Republican,https://buck.house.gov,202-225-4676,,RepKenBuck,repkenbuck,B001297,1,90.32,
424,Curbelo,Carlos,3/1/1980,rep,FL,26,Republican,https://curbelo.house.gov,202-225-2778,,RepCurbelo,repcurbelo,C001107,1,81.52,
425,Carter,Buddy,9/6/1957,rep,GA,1,Republican,https://buddycarter.house.gov,202-225-5831,,RepBuddyCarter,congressmanbuddycarter,C001103,1,95.39,
426,Hice,Jody,4/22/1960,rep,GA,10,Republican,https://hice.house.gov,202-225-4101,,congressmanhice,CongressmanJodyHice,H001071,1,93.34,
427,Loudermilk,Barry,12/22/1963,rep,GA,11,Republican,https://loudermilk.house.gov,202-225-2931,,RepLoudermilk,reploudermilk,L000583,1,94.73,
428,Allen,Rick,11/7/1951,rep,GA,12,Republican,https://allen.house.gov,202-225-2823,,reprickallen,CongressmanRickAllen,A000372,1,96.87,
429,Blum,Rod,4/26/1955,rep,IA,1,Republican,https://blum.house.gov,202-225-2911,,RepRodBlum,congressmanrodblum,B001294,1,91.97,
430,Young,David,5/11/1968,rep,IA,3,Republican,https://davidyoung.house.gov,202-225-5476,,RepDavidYoung,RepDavidYoung,Y000066,1,94.34,
431,Bost,Mike,12/30/1960,rep,IL,12,Republican,https://bost.house.gov,202-225-5661,,RepBost,RepBost,B001295,1,91.86,
432,Abraham,Ralph,9/16/1954,rep,LA,5,Republican,https://abraham.house.gov,202-225-8490,,RepAbraham,CongressmanRalphAbraham,A000374,1,96.52,
433,Graves,Garret,1/31/1972,rep,LA,6,Republican,https://garretgraves.house.gov,202-225-3901,,RepGarretGraves,CongressmanGarretGraves,G000577,1,94.75,
434,Moulton,Seth,10/24/1978,rep,MA,6,Democrat,https://moulton.house.gov,202-225-8020,,teammoulton,CongressmanSethMoulton,M001196,1,94.44,
435,Poliquin,Bruce,11/1/1953,rep,ME,2,Republican,https://poliquin.house.gov,202-225-6306,,RepPoliquin,RepPoliquin,P000611,1,90.45,
436,Moolenaar,John,5/8/1961,rep,MI,4,Republican,https://moolenaar.house.gov,202-225-3561,,RepMoolenaar,RepMoolenaar,M001194,1,95.95,
437,Bishop,Mike,3/18/1967,rep,MI,8,Republican,https://mikebishop.house.gov,202-225-4872,,RepMikeBishop,RepMikeBishop,B001293,1,95.28,
438,Trott,Dave,10/16/1960,rep,MI,11,Republican,https://trott.house.gov,202-225-8171,,repdavetrott,RepDaveTrott,T000475,1,94.97,
439,Dingell,Debbie,11/23/1953,rep,MI,12,Democrat,https://debbiedingell.house.gov,202-225-4071,,RepDebDingell,RepDebbieDingell,D000624,1,96.82,
440,Lawrence,Brenda,10/18/1954,rep,MI,14,Democrat,https://lawrence.house.gov,202-225-5802,,RepLawrence,3.96E+14,L000581,1,96.92,
441,Emmer,Tom,3/3/1961,rep,MN,6,Republican,https://emmer.house.gov,202-225-2331,,RepTomEmmer,reptomemmer,E000294,1,93.35,
442,Rouzer,David,2/16/1972,rep,NC,7,Republican,https://rouzer.house.gov,202-225-2731,,RepDavidRouzer,RepRouzer,R000603,1,95.16,
443,MacArthur,Tom,10/16/1960,rep,NJ,3,Republican,https://macarthur.house.gov,202-225-4765,,RepTomMacArthur,CongressmanTomMacArthur,M001193,1,88.28,
444,Watson Coleman,Bonnie,2/6/1945,rep,NJ,12,Democrat,https://watsoncoleman.house.gov,202-225-5801,,RepBonnie,RepBonnie,W000822,1,95.04,
445,Zeldin,Lee,1/30/1980,rep,NY,1,Republican,https://zeldin.house.gov,202-225-3826,,RepLeeZeldin,RepLeeZeldin,Z000017,1,91.89,
446,Rice,Kathleen,2/15/1965,rep,NY,4,Democrat,https://kathleenrice.house.gov,202-225-5516,,RepKathleenRice,RepKathleenRice,R000602,1,92.64,
447,Stefanik,Elise,7/2/1984,rep,NY,21,Republican,https://stefanik.house.gov,202-225-4611,,RepStefanik,RepEliseStefanik,S001196,1,88.28,
448,Katko,John,11/9/1962,rep,NY,24,Republican,https://katko.house.gov,202-225-3701,,RepJohnKatko,RepJohnKatko,K000386,1,85.3,
449,Russell,Steve,5/25/1963,rep,OK,5,Republican,https://russell.house.gov,202-225-2132,,RepRussell,reprussell,R000604,1,95.15,
450,Costello,Ryan,9/7/1976,rep,PA,6,Republican,https://costello.house.gov,202-225-4315,,RepRyanCostello,CongressmanRyanCostello,C001106,1,84.87,
451,Boyle,Brendan,2/6/1977,rep,PA,13,Democrat,https://boyle.house.gov,202-225-6111,,CongBoyle,CongressmanBoyle,B001296,1,94.24,
452,Ratcliffe,John,10/20/1965,rep,TX,4,Republican,https://ratcliffe.house.gov,202-225-6673,,RepRatcliffe,RepRatcliffe,R000601,1,93.85,
453,Hurd,Will,8/19/1977,rep,TX,23,Republican,https://hurd.house.gov,202-225-4511,,hurdonthehill,HurdOnTheHill,H001073,1,95.39,
454,Babin,Brian,3/23/1948,rep,TX,36,Republican,https://babin.house.gov,202-225-1555,,RepBrianBabin,RepBrianBabin,B001291,1,94.92,
455,Love,Mia,12/6/1975,rep,UT,4,Republican,https://love.house.gov,202-225-3011,,repmialove,repmialove,L000584,1,95.08,
456,Beyer,Donald,6/20/1950,rep,VA,8,Democrat,https://beyer.house.gov,202-225-4376,,repdonbeyer,repdonbeyer,B001292,1,95.59,
457,Comstock,Barbara,6/30/1959,rep,VA,10,Republican,https://comstock.house.gov,202-225-5136,,RepComstock,RepBarbaraComstock,C001105,1,93.33,
458,Plaskett,Stacey,5/13/1964,rep,VI,0,Democrat,https://plaskett.house.gov,202-225-1790,,staceyplaskett,repstaceyplaskett,P000610,1,,
459,Newhouse,Dan,7/10/1955,rep,WA,4,Republican,https://newhouse.house.gov,202-225-5816,,RepNewhouse,RepNewhouse,N000189,1,93.92,
460,Grothman,Glenn,7/3/1955,rep,WI,6,Republican,https://grothman.house.gov,202-225-2476,,RepGrothman,RepGrothman,G000576,1,93.37,
461,Mooney,Alex,6/5/1971,rep,WV,2,Republican,https://mooney.house.gov,202-225-2711,,RepAlexMooney,CongressmanAlexMooney,M001195,1,93.4,
462,Jenkins,Evan,9/12/1960,rep,WV,3,Republican,https://evanjenkins.house.gov,202-225-3452,,RepEvanJenkins,RepEvanJenkins,J000297,1,92.43,
463,Amata,Aumua,12/29/1947,rep,AS,0,Republican,https://radewagen.house.gov,202-225-8577,,RepAmata,aumuaamata,R000600,1,,
464,Sullivan,Dan,11/13/1964,sen,AK,,Republican,https://www.sullivan.senate.gov,202-224-3004,https://www.sullivan.senate.gov/contact/email,SenDanSullivan,SenDanSullivan,S001198,1,91.15,
465,Perdue,David,12/10/1949,sen,GA,,Republican,https://www.perdue.senate.gov,202-224-3521,https://www.perdue.senate.gov/connect/email,sendavidperdue,SenatorDavidPerdue,P000612,1,88.87,
466,Ernst,Joni,7/1/1970,sen,IA,,Republican,https://www.ernst.senate.gov/public,202-224-3254,https://www.ernst.senate.gov/public/index.cfm/contact,SenJoniErnst,senjoniernst,E000295,1,93.43,
467,Tillis,Thom,8/30/1960,sen,NC,,Republican,https://www.tillis.senate.gov/public,202-224-6342,https://www.tillis.senate.gov/public/index.cfm/email-me,senthomtillis,SenatorThomTillis,T000476,1,91.98,
468,Rounds,Mike,10/24/1954,sen,SD,,Republican,https://www.rounds.senate.gov,202-224-5842,https://www.rounds.senate.gov/contact/email-mike,SenatorRounds,SenatorMikeRounds,R000605,1,91.72,
469,Walker,Mark,5/20/1969,rep,NC,6,Republican,https://walker.house.gov,202-225-3065,,RepMarkWalker,RepMarkWalker,W000819,1,95.35,
470,Sasse,Benjamin,2/22/1972,sen,NE,,Republican,https://www.sasse.senate.gov/public,202-224-4224,http://www.sasse.senate.gov/public/index.cfm/email-ben,SenSasse,SenatorSasse,S001197,1,83.7,
471,Donovan,Daniel,11/6/1956,rep,NY,11,Republican,https://donovan.house.gov,202-225-3371,,RepDanDonovan,RepDanDonovan,D000625,1,89.36,
472,Kelly,Trent,3/1/1966,rep,MS,1,Republican,https://trentkelly.house.gov,202-225-4306,,reptrentkelly,reptrentkelly,K000388,1,96.15,
473,LaHood,Darin,7/5/1968,rep,IL,18,Republican,https://lahood.house.gov,202-225-6201,,RepLaHood,replahood,L000585,1,95.89,
474,Davidson,Warren,3/1/1970,rep,OH,8,Republican,https://davidson.house.gov,202-225-6205,,WarrenDavidson,CongressmanWarrenDavidson,D000626,1,93.45,
475,Hanabusa,Colleen,5/4/1951,rep,HI,1,Democrat,https://hanabusa.house.gov,202-225-2726,,RepHanabusa,RepColleenHanabusa,H001050,1,94.23,
476,Comer,James,8/19/1972,rep,KY,1,Republican,https://comer.house.gov,202-225-3115,,,congressmancomer,C001108,1,97.87,
477,Evans,Dwight,5/16/1954,rep,PA,2,Democrat,https://evans.house.gov,202-225-4001,,RepDwightEvans,RepDwightEvans,E000296,1,97.83,
478,Harris,Kamala,10/20/1964,sen,CA,,Democrat,https://www.harris.senate.gov,202-224-3553,https://www.harris.senate.gov/content/contact-senator,SenKamalaHarris,SenatorKamalaHarris,H001075,1,85.07,
479,Kennedy,John,11/21/1951,sen,LA,,Republican,https://www.kennedy.senate.gov,202-224-4623,https://www.kennedy.senate.gov/content/contact-senator,SenJohnKennedy,JohnKennedyLouisiana,K000393,1,97.4,
480,Hassan,Margaret,2/27/1958,sen,NH,,Democrat,https://www.hassan.senate.gov,202-224-3324,https://www.hassan.senate.gov/content/contact-senator,Senatorhassan,SenatorHassan,H001076,1,95.54,
481,Cortez Masto,Catherine,3/29/1964,sen,NV,,Democrat,https://www.cortezmasto.senate.gov,202-224-3542,https://www.cortezmasto.senate.gov/contact,sencortezmasto,SenatorCortezMasto,C001113,1,90.04,
482,Schneider,Bradley,8/20/1961,rep,IL,10,Democrat,https://schneider.house.gov,202-225-4835,,repschneider,CongressmanBradSchneider,S001190,1,89.31,-0.196
483,Shea-Porter,Carol,12/2/1952,rep,NH,1,Democrat,https://shea-porter.house.gov,202-225-5456,,repsheaporter,repsheaporter,S001170,1,97.12,
484,O?ó»Halleran,Tom,1/24/1946,rep,AZ,1,Democrat,https://ohalleran.house.gov,202-225-3361,,repohalleran,repohalleran,O000171,1,87.16,
485,Biggs,Andy,11/7/1958,rep,AZ,5,Republican,https://biggs.house.gov,202-225-2635,,RepAndyBiggsAZ,RepAndyBiggs,B001302,1,93.43,
486,Khanna,Ro,9/13/1976,rep,CA,17,Democrat,https://khanna.house.gov,202-225-2631,,RepRoKhanna,RepRoKhanna,K000389,1,95.79,
487,Panetta,Jimmy,10/1/1969,rep,CA,20,Democrat,https://panetta.house.gov,202-225-2861,,RepJimmyPanetta,RepJimmyPanetta,P000613,1,95.03,
488,Carbajal,Salud,11/18/1964,rep,CA,24,Democrat,https://carbajal.house.gov,202-225-3601,,RepCarbajal,repsaludcarbajal,C001112,1,93.91,
489,Barrag?n,Nanette,9/15/1976,rep,CA,44,Democrat,https://barragan.house.gov,202-225-8220,,RepBarragan,CongresswomanBarragan,B001300,1,95.7,
490,Correa,J.,1/24/1958,rep,CA,46,Democrat,https://correa.house.gov,202-225-2965,,reploucorrea,RepLouCorrea,C001110,1,90.51,
491,Blunt Rochester,Lisa,2/10/1962,rep,DE,0,Democrat,https://bluntrochester.house.gov,202-225-4165,,RepBRochester,Rep.BluntRochester,B001303,1,97.08,
492,Gaetz,Matt,5/7/1982,rep,FL,1,Republican,https://gaetz.house.gov,202-225-4136,,RepMattGaetz,CongressmanMattGaetz,G000578,1,91.6,
493,Dunn,Neal,2/16/1953,rep,FL,2,Republican,https://dunn.house.gov,202-225-5235,,drnealdunnfl2,drnealdunnfl2,D000628,1,97.39,
494,Rutherford,John,9/2/1952,rep,FL,4,Republican,https://rutherford.house.gov,202-225-2501,,RepRutherfordFL,RepRutherfordFL,R000609,1,95.21,
495,Lawson,Al,9/21/1948,rep,FL,5,Democrat,https://lawson.house.gov,202-225-0123,,RepAlLawsonJr,RepAlLawsonJr,L000586,1,92.43,
496,Murphy,Stephanie,9/16/1978,rep,FL,7,Democrat,https://stephaniemurphy.house.gov,202-225-4035,,RepStephMurphy,RepStephMurphy,M001202,1,88.85,
497,Soto,Darren,2/25/1978,rep,FL,9,Democrat,https://soto.house.gov,202-225-9889,,RepDarrenSoto,CongressmanDarrenSoto,S001200,1,95.81,
498,Demings,Val,3/12/1957,rep,FL,10,Democrat,https://demings.house.gov,202-225-2176,,RepValDemings,RepresentativeValDemings,D000627,1,95.93,
499,Crist,Charlie,7/24/1956,rep,FL,13,Democrat,https://crist.house.gov,202-225-5961,,repcharliecrist,RepCharlieCrist,C001111,1,90.63,
500,Mast,Brian,7/10/1980,rep,FL,18,Republican,https://mast.house.gov,202-225-3026,,repbrianmast,repbrianmast,M001199,1,89.86,
