first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,votes_with_party_pct,dw_nominate,crp_id,fec_candidate_id
Robert,1947-04-30,M,rep,VA,3.0,Democrat,https://bobbyscott.house.gov,1201 Longworth HOB; Washington DC 20515-4603,202-225-8351,,http://www.house.gov/index.php?format=feed&amp;type=rss,BobbyScott,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,1037.0,N00002147,,25888,400364,27117.0,Robert C. Scott,,39307.0,Bobby Scott (politician),94.9,-0.455,N00002147,H6VA01117
Tim,1965-09-19,M,sen,SC,,Republican,https://www.scott.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,2056.0,N00031782,S365,623506,412471,11940.0,Tim Scott,,21173.0,Tim Scott,98.46,0.669,N00031782,S4SC00240
F.,1943-06-14,M,rep,WI,5.0,Republican,https://sensenbrenner.house.gov,2449 Rayburn HOB; Washington DC 20515-4905,202-225-5101,,http://sensenbrenner.house.gov/news/rss.aspx,JimPressOffice,RepSensenbrenner,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A,S000244,1041.0,N00004291,,1507,400365,27142.0,Jim Sensenbrenner,,14657.0,Jim Sensenbrenner,95.23,0.6459999999999999,N00004291,H8WI09050
José,1943-10-24,M,rep,NY,15.0,Democrat,https://serrano.house.gov,2354 Rayburn HOB; Washington DC 20515-3215,202-225-4361,,http://serrano.house.gov/rss.xml,RepJoseSerrano,RepJoseSerrano,,,S000248,1042.0,N00001813,,14306,400366,26981.0,,,29134.0,José E. Serrano,95.89,-0.488,N00001813,H0NY18065
Pete,1955-03-22,M,rep,TX,32.0,Republican,https://sessions.house.gov,2233 Rayburn HOB; Washington DC 20515-4332,202-225-2231,,http://sessions.house.gov/?a=rss.feed,PeteSessions,petesessions,PeteSessions,UCDSBWdAlrCZq2W8P3wR_LCg,S000250,1525.0,N00005681,,36807,400367,288.0,Pete Sessions,,29759.0,Pete Sessions,98.34,0.5870000000000001,N00005681,H2TX03126
Terri,1965-01-01,F,rep,AL,7.0,Democrat,https://sewell.house.gov,2201 Rayburn HOB; Washington DC 20515-0107,202-225-2665,,http://sewell.house.gov/rss.xml,RepTerriSewell,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,1988.0,N00030622,,623257,412396,121621.0,Terri Sewell,,21102.0,Terri Sewell,95.85,-0.391,N00030622,H0AL07086
Richard,1934-05-06,M,sen,AL,,Republican,https://www.shelby.senate.gov,304 Russell Senate Office Building Washington DC 20510,202-224-5744,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,http://www.shelby.senate.gov/public/index.cfm/rss/feed,SenShelby,RichardShelby,SenatorRichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw,S000320,1049.0,N00009920,S184,1859,300089,53266.0,Richard Shelby,,14659.0,Richard Shelby,97.29,0.433,N00009920,S6AL00013
Brad,1954-10-24,M,rep,CA,30.0,Democrat,https://sherman.house.gov,2181 Rayburn HOB; Washington DC 20515-0530,202-225-5911,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,S000344,1526.0,N00006897,,45124,400371,142.0,,,29707.0,Brad Sherman,95.03,-0.343,N00006897,H6CA24113
John,1958-02-21,M,rep,IL,15.0,Republican,https://shimkus.house.gov,2217 Rayburn HOB; Washington DC 20515-1315,202-225-5271,,http://shimkus.house.gov/rss.xml,RepShimkus,repshimkus,repshimkus,UCVXSvuk-csQRKBI0oPzcEnw,S000364,1527.0,N00004961,,30623,400373,246.0,John M. Shimkus,,29718.0,John Shimkus,95.19,0.374,N00004961,H2IL20042
Bill,1961-01-10,M,rep,PA,9.0,Republican,https://shuster.house.gov,2079 Rayburn HOB; Washington DC 20515-3809,202-225-2431,,http://shuster.house.gov/common/rss//index.cfm?rss=49,RepBillShuster,Rep.Shuster,repshuster,UCEfLAXoX-pV3ETccADGOdXg,S001154,1681.0,N00013770,,89108,409888,55693.0,,,20134.0,Bill Shuster,95.1,0.378,N00013770,H2PA09035
Michael,1950-09-08,M,rep,ID,2.0,Republican,https://simpson.house.gov,2084 Rayburn HOB; Washington DC 20515-1202,202-225-5531,,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,S001148,1590.0,N00006263,,57889,400376,2917.0,Michael K. Simpson,,29910.0,Mike Simpson,93.54,0.294,N00006263,H8ID02064
Albio,1951-01-26,M,rep,NJ,8.0,Democrat,https://sires.house.gov,2342 Rayburn HOB; Washington DC 20515-3008,202-225-7919,,http://sires.house.gov/rss.xml,RepSires,81058818750,RepSiresNJ13,UCfdEcWPNGoIxpYoTANF4PBA,S001165,1818.0,N00027523,,1022293,412186,22510.0,Albio Sires,,20542.0,Albio Sires,95.59,-0.4,N00027523,H6NJ13191
Louise,1929-08-14,F,rep,NY,25.0,Democrat,https://louise.house.gov,2469 Rayburn HOB; Washington DC 20515-3225,202-225-3615,,http://louise.house.gov/index.php?format=feed&amp;type=rss,LouiseSlaughter,RepLouiseSlaughter,louiseslaughter,UCm9G5-ikIk62LgZxRnlB7fg,S000480,1069.0,N00001311,,1755,400378,26991.0,,,15444.0,Louise Slaughter,96.71,-0.464,N00001311,H6NY03031
Adam,1965-06-15,M,rep,WA,9.0,Democrat,https://adamsmith.house.gov,2264 Rayburn HOB; Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,1528.0,N00007833,,44329,400379,845.0,Adam Smith,,29768.0,Adam Smith (politician),94.48,-0.28,N00007833,H6WA09025
Adrian,1970-12-19,M,rep,NE,3.0,Republican,https://adriansmith.house.gov,320 Cannon HOB; Washington DC 20515-2703,202-225-6435,,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,S001172,1860.0,N00027623,,1022845,412217,21284.0,Adrian Smith,,20729.0,Adrian Smith (politician),96.93,0.509,N00027623,H6NE03115
Christopher,1953-03-04,M,rep,NJ,4.0,Republican,https://chrissmith.house.gov,2373 Rayburn HOB; Washington DC 20515-3004,202-225-3765,,http://chrissmith.house.gov/news/rss.aspx,RepChrisSmith,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,S000522,1071.0,N00009816,,6411,400380,26952.0,,,14863.0,Chris Smith (New Jersey politician),85.26,0.158,N00009816,H8NJ04014
Lamar,1947-11-19,M,rep,TX,21.0,Republican,https://lamarsmith.house.gov,2409 Rayburn HOB; Washington DC 20515-4321,202-225-4236,,http://lamarsmith.house.gov/news/rss.aspx,LamarSmithTX21,LamarSmithTX21,lamarsmithtexas21,UCc2q5flh9dSoyg4W9osGW8Q,S000583,1075.0,N00001811,,8884,400381,27097.0,Lamar Smith,,15445.0,Lamar S. Smith,97.97,0.423,N00001811,H6TX21012
Jackie,1950-05-14,F,rep,CA,14.0,Democrat,https://speier.house.gov,2465 Rayburn HOB; Washington DC 20515-0514,202-225-3531,,http://speier.house.gov/index.php?format=feed&amp;type=rss,RepSpeier,JackieSpeier,jackiespeierca12,UCevmyTb0HSO8irVaR2gYyoA,S001175,1890.0,N00029649,,1027627,412259,8425.0,,,20762.0,Jackie Speier,96.08,-0.389,N00029649,H8CA12171
Steve,1965-03-24,M,rep,OH,15.0,Republican,https://stivers.house.gov,1022 Longworth HOB; Washington DC 20515-3515,202-225-2015,,http://stivers.house.gov/news/rss.aspx,RepSteveStivers,116058275133542,RepSteveStivers,UCfZrE20pIcR-LeFUV7r2Ixw,S001187,2047.0,N00029574,,62320,412461,45333.0,Steve Stivers,,21163.0,Steve Stivers,91.64,0.304,N00029574,H8OH15076
Linda,1969-01-28,F,rep,CA,38.0,Democrat,https://lindasanchez.house.gov,2329 Rayburn HOB; Washington DC 20515-0538,202-225-6676,,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,RepLindaSanchez,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,S001156,1757.0,N00024870,,1003554,400355,29674.0,,,20310.0,Linda Sánchez,96.49,-0.504,N00024870,H2CA39078
Bennie,1948-01-28,M,rep,MS,2.0,Democrat,https://benniethompson.house.gov,2466 Rayburn HOB; Washington DC 20515-2402,202-225-5876,,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,BennieGThompson,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,T000193,1151.0,N00003288,,7304,400402,26929.0,,,29368.0,Bennie Thompson,94.66,-0.514,N00003288,H4MS02068
Mike,1951-01-24,M,rep,CA,5.0,Democrat,https://mikethompson.house.gov,231 Cannon HOB; Washington DC 20515-0505,202-225-3311,,http://mikethompson.house.gov/news/rss.aspx,RepThompson,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,T000460,1593.0,N00007419,,57872,400403,3564.0,,,29901.0,Mike Thompson (California politician),94.4,-0.395,N00007419,H8CA01109
Glenn,1959-07-27,M,rep,PA,5.0,Republican,https://thompson.house.gov,124 Cannon HOB; Washington DC 20515-3805,202-225-5121,,http://thompson.house.gov/rss.xml,CongressmanGT,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,T000467,1952.0,N00029736,,1031359,412317,24046.0,,,20946.0,Glenn Thompson (politician),91.93,0.308,N00029736,H8PA05071
Mac,1958-07-15,M,rep,TX,13.0,Republican,https://thornberry.house.gov,2208 Rayburn HOB; Washington DC 20515-4313,202-225-3706,,,MacTXPress,repmacthornberry,RepMacThornberry,UCIfCqubtIZnQDwDS8YNmL2A,T000238,1155.0,N00006052,,36814,400404,21706.0,Mac Thornberry,,29572.0,Mac Thornberry,97.85,0.531,N00006052,H4TX13014
John,1961-01-07,M,sen,SD,,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,http://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,SenJohnThune,,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,T000250,1534.0,N00004572,S303,45552,400546,398.0,John Thune,,29754.0,John Thune,98.85,0.409,N00004572,S2SD00068
Patrick,1962-10-21,M,rep,OH,12.0,Republican,https://tiberi.house.gov,1203 Longworth HOB; Washington DC 20515-3512,202-225-5355,,http://tiberi.house.gov/news/rss.aspx,pattiberi,RepPatTiberi,PatTiberi,UCr9reyLip23im9SVDJ9IGAg,T000462,1664.0,N00009699,,88155,400406,8404.0,Patrick J. Tiberi,,20130.0,Pat Tiberi,94.16,0.389,N00009699,H0OH12062
Scott,1956-11-09,M,rep,CO,3.0,Republican,https://tipton.house.gov,218 Cannon HOB; Washington DC 20515-0603,202-225-4761,,http://tipton.house.gov/rss.xml,RepTipton,CongressmanScottTipton,RepScottTipton,UCh9ssh1dvzpr1HOWaFm8rcg,T000470,1997.0,N00027509,,60384,412405,65403.0,Scott Tipton,,21111.0,Scott Tipton,92.17,0.461,N00027509,H6CO03139
Paul,1949-06-18,M,rep,NY,20.0,Democrat,https://tonko.house.gov,2463 Rayburn HOB; Washington DC 20515-3220,202-225-5076,,http://tonko.house.gov/rss/press-releases.xml,RepPaulTonko,reppaultonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,T000469,1942.0,N00030196,,1031353,412319,4403.0,,,20934.0,Paul Tonko,95.52,-0.422,N00030196,H8NY21203
Patrick,1961-11-17,M,sen,PA,,Republican,https://www.toomey.senate.gov,248 Russell Senate Office Building Washington DC 20510,202-224-4254,https://www.toomey.senate.gov/?p=contact,http://toomey.senate.gov/rss/?p=hot_topic,SenToomey,senatortoomey,sentoomey,UCDUM4FFU1p-_YuHqmBglyXw,T000461,2085.0,N00001489,S351,7958,400408,24096.0,Pat Toomey,,29935.0,Pat Toomey,95.65,0.63,N00001489,S4PA00121
Niki,1946-04-26,F,rep,MA,3.0,Democrat,https://tsongas.house.gov,1714 Longworth HOB; Washington DC 20515-2103,202-225-3411,,http://tsongas.house.gov/rss/press-releases.xml,NikiInTheHouse,RepTsongas,RepTsongas,UCVyHRbyMpIF3_Xfl4LzumCA,T000465,1884.0,N00029026,,21764,412254,89417.0,Niki Tsongas,,20754.0,Niki Tsongas,95.7,-0.4,N00029026,H8MA05143
Michael,1960-01-11,M,rep,OH,10.0,Republican,https://turner.house.gov,2368 Rayburn HOB; Washington DC 20515-3510,202-225-6465,,http://turner.house.gov/news/rss.aspx,RepMikeTurner,RepMikeTurner,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,T000463,1741.0,N00025175,,1003607,400411,45519.0,Michael R. Turner,,20342.0,Mike Turner,91.39,0.266,N00025175,H2OH03067
Fred,1953-04-23,M,rep,MI,6.0,Republican,https://upton.house.gov,2183 Rayburn HOB; Washington DC 20515-2206,202-225-3761,,http://www.house.gov/news/rss.aspx,RepFredUpton,RepFredUpton,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w,U000031,1177.0,N00004133,,12127,400414,26906.0,Fred Upton,,15446.0,Fred Upton,89.87,0.339,N00004133,H6MI04113
Chris,1959-01-10,M,sen,MD,,Democrat,https://www.vanhollen.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-4654,https://www.vanhollen.senate.gov/content/contact-senator,,ChrisVanHollen,chrisvanhollen,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ,V000128,1729.0,N00013820,S390,20756,400415,6098.0,,,20330.0,Chris Van Hollen,94.98,-0.4,N00013820,S6MD03441
Nydia,1953-03-28,F,rep,NY,7.0,Democrat,https://velazquez.house.gov,2302 Rayburn HOB; Washington DC 20515-3207,202-225-2361,,,NydiaVelazquez,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,V000081,1184.0,N00001102,,26160,400416,26975.0,,,29378.0,Nydia Velázquez,95.13,-0.544,N00001102,H2NY00010
Peter,1949-08-13,M,rep,IN,1.0,Democrat,https://visclosky.house.gov,2328 Rayburn HOB; Washington DC 20515-1401,202-225-2461,,http://visclosky.house.gov/rss.xml,RepVisclosky,repvisclosky,PeteVisclosky1,UC9njNo6tTComo9Kn7imz7Mg,V000108,1188.0,N00003813,,6785,400417,26851.0,Peter J. Visclosky,,15124.0,Pete Visclosky,94.91,-0.402,N00003813,H4IN01012
Tim,1951-04-12,M,rep,MI,7.0,Republican,https://walberg.house.gov,2436 Rayburn HOB; Washington DC 20515-2207,202-225-6276,,http://walberg.house.gov/news/rss.aspx,RepWalberg,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,W000798,1855.0,N00026368,,1022844,412213,8618.0,Tim Walberg,,20725.0,Tim Walberg,94.56,0.529,N00026368,H4MI07103
Greg,1957-01-10,M,rep,OR,2.0,Republican,https://walden.house.gov,2185 Rayburn HOB; Washington DC 20515-3702,202-225-6730,,http://walden.house.gov/common/rss/?rss=100,RepGregWalden,repgregwalden,RepGregWalden,UCyaDp6ANSM9tvW7Y3LT_4KQ,W000791,1596.0,N00007690,,57892,400419,2979.0,Greg Walden,,29932.0,Greg Walden,92.88,0.341,N00007690,H6OR02116
Timothy,1964-04-06,M,rep,MN,1.0,Democrat,https://walz.house.gov,2313 Rayburn HOB; Washington DC 20515-2301,202-225-2472,,http://walz.house.gov/index.php?format=feed&amp;type=rss,RepTimWalz,,1529tjw,UCAaYwb6XgcSVZ-5s3ei2g6g,W000799,1856.0,N00027467,,1018510,412214,65443.0,Tim Walz,,20726.0,Tim Walz,93.91,-0.272,N00027467,H6MN01174
Debbie,1966-09-27,F,rep,FL,23.0,Democrat,https://wassermanschultz.house.gov,1114 Longworth HOB; Washington DC 20515-0923,202-225-7931,,http://wassermanschultz.house.gov/atom.xml,RepDWStweets,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,W000797,1777.0,N00026106,,86882,400623,24301.0,Debbie Wasserman Schultz,,20504.0,Debbie Wasserman Schultz,96.35,-0.4320000000000001,N00026106,H4FL20023
Maxine,1938-08-15,F,rep,CA,43.0,Democrat,https://waters.house.gov,2221 Rayburn HOB; Washington DC 20515-0543,202-225-2201,,http://waters.house.gov/news/rss.aspx,RepMaxineWaters,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,1205.0,N00006690,,1953,400422,26759.0,Maxine Waters,,29106.0,Maxine Waters,95.59,-0.6609999999999999,N00006690,H4CA23011
Daniel,1949-04-27,M,rep,FL,11.0,Republican,https://webster.house.gov,1210 Longworth HOB; Washington DC 20515-0911,202-225-1002,,http://webster.house.gov/news/rss.aspx,RepWebster,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,W000806,2002.0,N00026335,,30504,412410,24302.0,Daniel Webster,,21116.0,Daniel Webster (Florida politician),96.72,0.468,N00026335,H0FL08208
Peter,1947-05-02,M,rep,VT,0.0,Democrat,https://welch.house.gov,2303 Rayburn HOB; Washington DC 20515-4500,202-225-4115,,http://www.welch.house.gov/index.php?format=feed&amp;type=rss,PeterWelch,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,W000800,1879.0,N00000515,,1019990,412239,51272.0,Peter Welch,,20750.0,Peter Welch,95.76,-0.411,N00000515,H6VT00160
Joe,1947-07-31,M,rep,SC,2.0,Republican,https://joewilson.house.gov,1436 Longworth HOB; Washington DC 20515-4002,202-225-2452,,http://joewilson.house.gov/news/rss.aspx,RepJoeWilson,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,W000795,1688.0,N00024809,,1002567,400433,3985.0,Joe Wilson,,20138.0,Joe Wilson (American politician),98.02,0.5479999999999999,N00024809,H2SC02059
Frederica,1942-11-05,F,rep,FL,24.0,Democrat,https://wilson.house.gov,2445 Rayburn HOB; Washington DC 20515-0924,202-225-4506,,http://wilson.house.gov/common/rss//index.cfm?rss=49,RepWilson,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,W000808,2004.0,N00030650,,87016,412412,17319.0,Frederica Wilson,,21118.0,Frederica Wilson,96.77,-0.473,N00030650,H0FL17068
Robert,1959-02-03,M,rep,VA,1.0,Republican,https://wittman.house.gov,2055 Rayburn HOB; Washington DC 20515-4601,202-225-4261,,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,RobWittman,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,W000804,1886.0,N00029459,,1028089,412255,58133.0,Robert J. Wittman,,20756.0,Rob Wittman,95.85,0.41,N00029459,H8VA01147
Steve,1957-02-18,M,rep,AR,3.0,Republican,https://womack.house.gov,2412 Rayburn HOB; Washington DC 20515-0403,202-225-4301,,http://womack.house.gov/news/rss.aspx,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,W000809,1991.0,N00031857,,1033625,412402,71815.0,Steve Womack,,21108.0,Steve Womack,97.37,0.329,N00031857,H0AR03055
Rob,1970-02-11,M,rep,GA,7.0,Republican,https://woodall.house.gov,1724 Longworth HOB; Washington DC 20515-1007,202-225-4272,,http://woodall.house.gov/rss.xml,RepRobWoodall,RepRobWoodall,RobWoodallGA07,UC7MSlu8zV6Mf8wYzek2Cb-w,W000810,2008.0,N00032416,,623342,412416,122251.0,,,21122.0,Rob Woodall,94.53,0.655,N00032416,H0GA07133
Ron,1949-05-03,M,sen,OR,,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,RonWyden,,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,W000779,1247.0,N00007724,S247,1962,300100,27036.0,Ron Wyden,,14871.0,Ron Wyden,89.27,-0.314,N00007724,S6OR00110
John,1947-11-04,M,rep,KY,3.0,Democrat,https://yarmuth.house.gov,131 Cannon HOB; Washington DC 20515-1703,202-225-5401,,,RepJohnYarmuth,214258646163,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg,Y000062,1853.0,N00028073,,1021662,412211,58579.0,John Yarmuth,,20723.0,John Yarmuth,97.13,-0.381,N00028073,H6KY03124
Kevin,1976-01-08,M,rep,KS,3.0,Republican,https://yoder.house.gov,2433 Rayburn HOB; Washington DC 20515-1603,202-225-2865,,http://yoder.house.gov/common/rss/index.cfm?rss=49,RepKevinYoder,CongressmanKevinYoder,RepYoder,UCCeYmn4A8kZEHCcAfeUW9lQ,Y000063,2021.0,N00031502,,61843,412430,34433.0,Kevin Yoder,,21135.0,Kevin Yoder,94.55,0.568,N00031502,H0KS03137
Don,1933-06-09,M,rep,AK,0.0,Republican,https://donyoung.house.gov,2314 Rayburn HOB; Washington DC 20515-0200,202-225-5765,,http://donyoung.house.gov/news/rss.aspx,RepDonYoung,RepDonYoung,RepDonYoung,UCg5ZIR5-82EbJiNeI1bqT-A,Y000033,1256.0,N00007999,,1897,400440,26717.0,Don Young,,14066.0,Don Young,89.34,0.278,N00007999,H6AK00045
Todd,1972-08-24,M,sen,IN,,Republican,https://www.young.senate.gov,400 Russell Senate Office Building Washington DC 20510,202-224-5623,https://www.young.senate.gov/contact,,SenToddYoung,SenatorToddYoung,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ,Y000064,2019.0,N00030670,S391,1033743,412428,120345.0,Todd Young,,21133.0,Todd Young,98.46,0.489,N00030670,S6IN00191
Dean,1960-05-10,M,sen,NV,,Republican,https://www.heller.senate.gov/public,324 Hart Senate Office Building Washington DC 20510,202-224-6244,http://www.heller.senate.gov/public/index.cfm/contact-form,http://www.heller.senate.gov/public/index.cfm/rss/feed,SenDeanHeller,SenDeanHeller,SenDeanHeller,UCTS6f940sIirkO6ICyx4ksw,H001041,1863.0,N00027522,S352,1012368,412218,2291.0,Dean Heller,,20730.0,Dean Heller,90.84,0.461,N00027522,S2NV00183
Mark,1958-06-12,M,rep,NV,2.0,Republican,https://amodei.house.gov,332 Cannon HOB; Washington DC 20515-2802,202-225-6155,,http://amodei.house.gov/common/rss//?rss=49,MarkAmodeiNV2,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,A000369,2090.0,N00031177,,62817,412500,12537.0,Mark Amodei,,21196.0,Mark Amodei,94.77,0.388,N00031177,H2NV02395
Suzanne,1954-10-14,F,rep,OR,1.0,Democrat,https://bonamici.house.gov,439 Cannon HOB; Washington DC 20515-3701,202-225-0855,,http://bonamici.house.gov/rss.xml,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,B001278,2092.0,N00033474,,63966,412501,59641.0,Suzanne Bonamici,,21198.0,Suzanne Bonamici,94.89,-0.394,N00033474,H2OR01133
Suzan,1962-02-17,F,rep,WA,1.0,Democrat,https://delbene.house.gov,2442 Rayburn HOB; Washington DC 20515-4701,202-225-6311,,http://delbene.house.gov/rss.xml,RepDelBene,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,D000617,2096.0,N00030693,,1033929,412505,126272.0,Suzan DelBene,,31101.0,Suzan DelBene,95.06,-0.275,N00030693,H0WA08046
Thomas,1971-01-13,M,rep,KY,4.0,Republican,https://massie.house.gov,2453 Rayburn HOB; Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,M001184,2094.0,N00034041,,79951,412503,132068.0,Thomas Massie,,31102.0,Thomas Massie,85.03,0.669,N00034041,H2KY04121
Donald,1958-12-17,M,rep,NJ,10.0,Democrat,https://payne.house.gov,132 Cannon HOB; Washington DC 20515-3010,202-225-3436,,http://payne.house.gov/rss.xml,RepDonaldPayne,DonaldPayneJr,,UCTG_SeYsOgbngjv1Donyu0w,P000604,2097.0,N00034639,,65639,412506,90668.0,,,31103.0,Donald Payne Jr.,95.8,-0.502,N00034639,H2NJ10154
Brian,1972-10-20,M,sen,HI,,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,https://www.schatz.senate.gov/contact,,SenBrianSchatz,SenBrianSchatz,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,S001194,2173.0,N00028138,S353,87784,412507,17852.0,Brian E. Schatz,,41112.0,Brian Schatz,91.86,-0.389,N00028138,S4HI00136
Bill,1955-10-07,M,rep,IL,11.0,Democrat,https://foster.house.gov,1224 Longworth HOB; Washington DC 20515-1311,202-225-3515,,http://foster.house.gov/rss.xml,RepBillFoster,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,F000454,1888.0,N00029139,,1027346,412257,101632.0,Bill Foster,,20749.0,Bill Foster (politician),95.89,-0.22,N00029139,H8IL14067
Dina,1950-05-23,F,rep,NV,1.0,Democrat,https://titus.house.gov,2464 Rayburn HOB; Washington DC 20515-2801,202-225-5965,,http://titus.house.gov/rss.xml,RepDinaTitus,CongresswomanTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,T000468,1940.0,N00030191,,1021622,412318,2629.0,Dina Titus,,20927.0,Dina Titus,96.32,-0.294,N00030191,H8NV03036
Tom,1977-05-13,M,sen,AR,,Republican,https://www.cotton.senate.gov,124 Russell Senate Office Building Washington DC 20510,202-224-2353,http://www.cotton.senate.gov/?p=contact,,SenTomCotton,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,C001095,2098.0,N00033363,S374,63928,412508,135651.0,Tom Cotton,,21301.0,Tom Cotton,97.7,0.619,N00033363,S4AR00103
Kyrsten,1976-07-12,F,rep,AZ,9.0,Democrat,https://sinema.house.gov,1725 Longworth HOB; Washington DC 20515-0309,202-225-9888,,http://sinema.house.gov/index.cfm/rss/feed,RepSinema,CongresswomanSinema,repsinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,2099.0,N00033983,,68489,412509,28338.0,Kyrsten Sinema,,21300.0,Kyrsten Sinema,78.66,-0.11,N00033983,H2AZ09019
Doug,1960-07-02,M,rep,CA,1.0,Republican,https://lamalfa.house.gov,322 Cannon HOB; Washington DC 20515-0501,202-225-3076,,http://lamalfa.house.gov/rss.xml,RepLaMalfa,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,2100.0,N00033987,,68493,412510,29713.0,Doug LaMalfa,,21302.0,Doug LaMalfa,96.45,0.563,N00033987,H2CA02142
Jared,1964-02-18,M,rep,CA,2.0,Democrat,https://huffman.house.gov,1406 Longworth HOB; Washington DC 20515-0502,202-225-5161,,http://huffman.house.gov/rss.xml,RepHuffman,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,2101.0,N00033030,,622431,412511,59849.0,Jared Huffman,,21303.0,Jared Huffman,93.9,-0.436,N00033030,H2CA06259
