"","full_set_id","member_id","vote_position","bill_id","broke_from_party"
"8916",1921592,"M001156","Yes","hr3354-115",0
"8917",1927691,"C001059","No","hres577-115",0
"8918",1860209,"R000599","Yes","hr1117-115",0
"8919",1909221,"G000377","Yes","hr3218-115",0
"8920",1930370,"H001073","Yes","hres562-115",0
"8921",1906915,"T000460","No","hr3219-115",0
"8922",1920071,"C001109","Yes","hr2061-115",0
"8923",1860131,"M001157","Yes","hr1117-115",0
"8924",1928880,"H001076","No","hconres71-115",0
"8925",1921239,"R000578","Yes","hr3284-115",0
"8926",1925939,"Y000065","Yes","hr469-115",0
"8927",1926818,"B001260","Yes","hr732-115",0
"8928",1925022,"B001293","Yes","hr1698-115",0
"8929",1923634,"M001137","No","hres500-115",0
"8930",1909252,"I000056","Yes","hr3218-115",0
"8931",1920599,"H000874","No","hr3823-115",0
"8932",1924205,"B001298","Yes","hr3110-115",0
"8933",1932820,"D000624","Yes","hr965-115",0
"8934",1921358,"B001281","No","hr3354-115",0
"8935",1922747,"J000295","Yes","hr2611-115",0
"8936",1928735,"R000585","Yes","hr3551-115",0
"8937",1932349,"C000059","Yes","hres548-115",0
"8938",1918443,"D000610","No","hr3823-115",0
"8939",1918759,"A000370","No","hres538-115",0
"8940",1905283,"D000626","Yes","s114-115",0
"8941",1920537,"D000482","No","hr3823-115",0
"8942",1931994,"E000215","No","hr36-115",0
"8943",1927025,"M001185","No","hr732-115",0
"8944",1918159,"L000569","Yes","hr2792-115",0
"8945",1909166,"D000620","Yes","hr3218-115",0
"8946",1931237,"K000376","Yes","hres553-115",0
"8947",1929979,"K000188","Yes","hr452-115",0
"8948",1909680,"K000188","No","s114-115",0
"8949",1899561,"S001156","No","hr1873-115",0
"8950",1933491,"T000463","Yes","hr1547-115",0
"8951",1927719,"D000624","No","hres577-115",0
"8952",1927865,"M001157","Yes","hres577-115",0
"8953",1926791,"B001299","Yes","hr732-115",0
"8954",1883658,"W000808","Yes","hr2288-115",0
"8955",1922412,"M001159","Yes","hres513-115",0
"8956",1919240,"C001053","Yes","hr2824-115",0
"8957",1923239,"O000168","Yes","hres504-115",0
"8958",1923192,"L000569","Yes","hres504-115",0
"8959",1926331,"T000463","Yes","hres580-115",0
"8960",1926870,"D000096","No","hr732-115",0
"8961",1932740,"B001292","Yes","hr965-115",0
"8962",1918518,"H001059","Yes","hr3823-115",0
"8963",1929040,"D000623","Yes","s585-115",0
"8964",1921000,"C001067","Yes","hr3284-115",0
"8965",1932827,"D000628","Yes","hr965-115",0
"8966",1909795,"R000598","Yes","s114-115",0
"8967",1921400,"C001109","Yes","hr3354-115",0
"8968",1926381,"B001302","Yes","hr3898-115",0
"8969",1920680,"M001143","No","hr3823-115",0
"8970",1929982,"K000378","Yes","hr452-115",0
"8971",1922035,"P000096","No","hr3697-115",0
"8972",1920637,"K000392","Yes","hr3823-115",0
"8973",1920375,"S001175","Yes","hr2061-115",0
"8974",1929215,"N000189","Yes","s585-115",0
"8975",1913997,"P000523","Yes","hjres76-115",0
"8976",1919393,"L000557","No","hr2824-115",0
"8977",1883536,"P000034","Yes","hr2288-115",0
"8978",1933089,"T000463","Yes","hr965-115",0
"8979",1905357,"H001053","Yes","s114-115",0
"8980",1932022,"G000581","No","hr36-115",0
"8981",1905538,"S000185","Yes","s114-115",0
"8982",1920955,"B001270","Yes","hr3284-115",0
"8983",1907816,"A000367","No","hr3364-115",1
"8984",1914860,"S001201","Yes","hr2210-115",0
"8985",1909681,"K000362","Yes","s114-115",0
"8986",1921539,"K000390","No","hr3354-115",0
"8987",1922144,"W000806","Yes","hr3697-115",0
"8988",1932990,"N000188","Yes","hr965-115",0
"8989",1905561,"S001192","Yes","s114-115",0
"8990",1899461,"L000491","Yes","hr1873-115",0
"8991",1932483,"H001073","Yes","hres548-115",0
"8992",1906505,"P000612","Yes","hr3364-115",0
"8993",1926863,"C001038","No","hr732-115",0
"8994",1919850,"M001200","No","hres533-115",0
"8995",1920717,"P000594","Yes","hr3823-115",0
"8996",1925259,"M001200","Yes","hr1698-115",0
"8997",1925873,"S000244","Yes","hr469-115",0
"8998",1933056,"S000248","Yes","hr965-115",0
"8999",1927330,"G000578","Yes","hr2142-115",0
"9000",1922919,"T000238","Yes","hr2611-115",0
"9001",1923469,"D000623","No","hres500-115",0
"9002",1906759,"L000566","Yes","hr3219-115",0
"9003",1923975,"K000009","Yes","hr2864-115",0
"9004",1920970,"B001278","Yes","hr3284-115",0
"9005",1909371,"P000523","Yes","hr3218-115",0
"9006",1909118,"B001248","Yes","hr3218-115",0
"9007",1923344,"V000108","No","hres504-115",0
"9008",1899527,"P000598","No","hr1873-115",0
"9009",1926304,"S001165","No","hres580-115",0
"9010",1919228,"C001091","No","hr2824-115",0
"9011",1931979,"D000623","No","hr36-115",0
"9012",1913993,"P000592","Yes","hjres76-115",0
"9013",1932613,"R000602","No","hres548-115",0
"9014",1920031,"B001301","Yes","hr2061-115",0
"9015",1914613,"D000482","Yes","hr2210-115",0
"9016",1922737,"J000294","Yes","hr2611-115",0
"9017",1930161,"V000131","Yes","hr452-115",0
"9018",1921093,"H000324","Yes","hr3284-115",0
"9019",1925280,"N000015","Yes","hr1698-115",0
"9020",1930761,"G000560","Yes","hconres71-115",0
"9021",1924080,"P000607","Yes","hr2864-115",0
"9022",1922179,"B001302","Yes","hres513-115",0
"9023",1931115,"C001106","Yes","hres553-115",0
"9024",1918370,"B001227","No","hr3823-115",0
"9025",1921560,"L000263","No","hr3354-115",0
"9026",1922463,"R000602","No","hres513-115",0
"9027",1929970,"K000386","Yes","hr452-115",0
"9028",1929080,"G000552","Yes","s585-115",0
"9029",1923792,"A000055","Yes","hr2864-115",0
"9030",1918729,"V000131","No","hr3823-115",0
"9031",1920047,"B001290","Yes","hr2061-115",0
"9032",1930554,"S000510","No","hres562-115",0
"9033",1930032,"M001166","Yes","hr452-115",0
"9034",1918852,"D000620","No","hres538-115",0
"9035",1909798,"R000487","Yes","s114-115",0
"9036",1927209,"A000375","Yes","hr2142-115",0
"9037",1926815,"B001284","Yes","hr732-115",0
"9038",1906666,"F000462","No","hr3219-115",0
"9039",1931977,"D000604","No","hr36-115",1
"9040",1919654,"C001084","No","hres533-115",0
"9041",1921360,"B001301","Yes","hr3354-115",0
"9042",1923467,"D000604","Yes","hres500-115",0
"9043",1899306,"C001106","Yes","hr1873-115",0
"9044",1925316,"R000586","Yes","hr1698-115",0
"9045",1923315,"S000510","No","hres504-115",0
"9046",1919868,"M001151","Yes","hres533-115",0
"9047",1909407,"S001183","Yes","hr3218-115",0
"9048",1927969,"S001154","Yes","hres577-115",0
"9049",1859936,"C001051","Yes","hr1117-115",0
"9050",1928653,"L000287","Yes","hr3551-115",0
"9051",1921101,"H001065","Yes","hr3284-115",0
"9052",1932637,"S001156","No","hres548-115",0
"9053",1930410,"L000557","No","hres562-115",0
"9054",1909189,"E000297","Yes","hr3218-115",0
"9055",1926394,"B001227","Yes","hr3898-115",0
"9056",1926295,"S000248","No","hres580-115",0
"9057",1925038,"B001285","Yes","hr1698-115",0
"9058",1905403,"K000387","Yes","s114-115",0
"9059",1930375,"J000290","Yes","hres562-115",0
"9060",1931429,"W000798","Yes","hres553-115",0
"9061",1909678,"K000380","No","s114-115",0
"9062",1859983,"D000627","Yes","hr1117-115",0
"9063",1923419,"C001112","No","hres500-115",0
"9064",1913791,"D000619","Yes","hjres76-115",0
"9065",1920497,"C001092","Yes","hr3823-115",0
"9066",1923616,"M001179","Yes","hres500-115",0
"9067",1921036,"D000623","Yes","hr3284-115",0
"9068",1919863,"M001195","Yes","hres533-115",0
"9069",1919015,"M001187","Yes","hres538-115",0
"9070",1909756,"O000170","No","s114-115",0
"9071",1920275,"M001188","Yes","hr2061-115",0
"9072",1925525,"A000371","No","hr469-115",0
"9073",1921396,"C001090","No","hr3354-115",0
"9074",1932941,"L000554","Yes","hr965-115",0
"9075",1908174,"S000583","Yes","hr3364-115",0
"9076",1905525,"R000576","Yes","s114-115",0
"9077",1931441,"W000815","Yes","hres553-115",0
"9078",1925921,"W000819","Yes","hr469-115",0
"9079",1923523,"G000551","No","hres500-115",0
"9080",1913772,"C001105","Yes","hjres76-115",0
"9081",1930899,"P000601","Yes","hconres71-115",0
"9082",1921751,"A000374","Yes","hr3697-115",0
"9083",1933506,"W000187","Yes","hr1547-115",0
"9084",1918783,"B001243","Yes","hres538-115",0
"9085",1928497,"C001068","Yes","hr3551-115",0
"9086",1922604,"B001304","Yes","hr2611-115",0
"9087",1927354,"G000535","Yes","hr2142-115",0
"9088",1929920,"G000565","Yes","hr452-115",0
"9089",1927939,"R000593","Yes","hres577-115",0
"9090",1923660,"P000613","No","hres500-115",0
"9091",1923856,"C001068","Yes","hr2864-115",0
"9092",1922927,"V000130","Yes","hr2611-115",0
"9093",1930302,"D000628","Yes","hres562-115",0
"9094",1913731,"B001295","Yes","hjres76-115",0
"9095",1932724,"A000371","Yes","hr965-115",0
"9096",1922167,"B001291","Yes","hres513-115",0
"9097",1933295,"H001059","Yes","hr1547-115",0
"9098",1921399,"C000266","Yes","hr3354-115",0
"9099",1931181,"G000289","Yes","hres553-115",0
"9100",1925777,"M001157","Yes","hr469-115",0
"9101",1922698,"G000289","Yes","hr2611-115",0
"9102",1920164,"G000551","Yes","hr2061-115",0
"9103",1926166,"L000567","Yes","hres580-115",0
"9104",1927157,"T000478","Yes","hr732-115",0
"9105",1932864,"G000560","Yes","hr965-115",0
"9106",1928833,"W000809","Yes","hr3551-115",0
"9107",1905581,"V000130","Yes","s114-115",0
"9108",1909594,"E000297","No","s114-115",0
"9109",1920263,"M001177","Yes","hr2061-115",0
"9110",1919198,"B001294","Yes","hr2824-115",0
"9111",1920543,"E000179","No","hr3823-115",0
"9112",1909540,"C001084","No","s114-115",0
"9113",1920328,"R000575","Yes","hr2061-115",0
"9114",1923655,"O000170","No","hres500-115",0
"9115",1924078,"P000597","Yes","hr2864-115",0
"9116",1930697,"C001063","No","hconres71-115",0
"9117",1909184,"D000628","Yes","hr3218-115",0
"9118",1919873,"N000184","Yes","hres533-115",0
"9119",1931205,"H001071","Yes","hres553-115",0
"9120",1924576,"V000108","Yes","hr3110-115",0
"9121",1923228,"N000002","No","hres504-115",0
"9122",1919938,"S001183","Yes","hres533-115",0
"9123",1923831,"B001305","Yes","hr2864-115",0
"9124",1930977,"S000522","No","hconres71-115",1
"9125",1919412,"L000580","No","hr2824-115",0
"9126",1932868,"G000410","Yes","hr965-115",0
"9127",1926808,"B001278","No","hr732-115",0
"9128",1922621,"C001109","Yes","hr2611-115",0
"9129",1920675,"M001199","Yes","hr3823-115",0
"9130",1928654,"L000587","Yes","hr3551-115",0
"9131",1914032,"S000185","Yes","hjres76-115",0
"9132",1922432,"N000127","No","hres513-115",0
"9133",1883534,"O000168","Yes","hr2288-115",0
"9134",1925828,"P000611","Yes","hr469-115",0
"9135",1927586,"V000130","Yes","hr2142-115",0
"9136",1933504,"W000799","Yes","hr1547-115",0
"9137",1907891,"C001059","Yes","hr3364-115",0
"9138",1921628,"P000604","No","hr3354-115",0
"9139",1922754,"K000379","Yes","hr2611-115",0
"9140",1928618,"J000255","Yes","hr3551-115",0
"9141",1933110,"W000815","Yes","hr965-115",0
"9142",1914838,"S001157","Yes","hr2210-115",0
"9143",1920469,"B001305","Yes","hr3823-115",0
"9144",1925858,"R000604","Yes","hr469-115",0
"9145",1924386,"K000388","Yes","hr3110-115",0
"9146",1930658,"C000059","Yes","hconres71-115",0
"9147",1932150,"M001190","Yes","hr36-115",0
"9148",1928021,"W000815","Yes","hres577-115",0
"9149",1883349,"D000620","Yes","hr2288-115",0
"9150",1927592,"W000798","Yes","hr2142-115",0
"9151",1914749,"M001157","Yes","hr2210-115",0
"9152",1928963,"B001243","Yes","s585-115",0
"9153",1925120,"E000293","Yes","hr1698-115",0
"9154",1930292,"D000623","No","hres562-115",0
"9155",1932517,"L000564","Yes","hres548-115",0
"9156",1927868,"M001200","No","hres577-115",0
"9157",1929971,"K000375","Yes","hr452-115",0
"9158",1926293,"S001157","No","hres580-115",0
"9159",1920988,"C001037","Yes","hr3284-115",0
"9160",1924430,"L000562","Yes","hr3110-115",0
"9161",1918117,"K000386","Yes","hr2792-115",0
"9162",1921668,"S001156","No","hr3354-115",0
"9163",1883393,"G000563","Yes","hr2288-115",0
"9164",1899560,"R000577","No","hr1873-115",0
"9165",1925652,"F000454","No","hr469-115",0
"9166",1928607,"I000056","Yes","hr3551-115",0
"9167",1930594,"W000806","Yes","hres562-115",0
"9168",1929268,"R000599","Yes","s585-115",0
"9169",1899370,"G000289","Yes","hr1873-115",0
"9170",1922034,"P000613","No","hr3697-115",0
"9171",1919199,"B000574","No","hr2824-115",0
"9172",1919622,"B001303","No","hres533-115",0
"9173",1919076,"R000608","No","hres538-115",0
"9174",1922123,"T000475","Yes","hr3697-115",0
"9175",1909674,"K000376","Yes","s114-115",0
"9176",1925020,"B001257","Yes","hr1698-115",0
"9177",1919115,"S000583","Yes","hres538-115",0
"9178",1931953,"C000754","No","hr36-115",0
"9179",1918429,"D000598","No","hr3823-115",0
"9180",1919047,"P000197","No","hres538-115",0
"9181",1913999,"R000606","Yes","hjres76-115",0
"9182",1883519,"M001195","Yes","hr2288-115",0
"9183",1921075,"G000289","Yes","hr3284-115",0
"9184",1925376,"S001201","Yes","hr1698-115",0
"9185",1932668,"S001196","Yes","hres548-115",0
"9186",1922236,"C001110","No","hres513-115",0
"9187",1918857,"D000604","Yes","hres538-115",0
"9188",1931916,"B001297","Yes","hr36-115",0
"9189",1927283,"C001048","Yes","hr2142-115",0
"9190",1883577,"R000603","Yes","hr2288-115",0
"9191",1923121,"H001077","Yes","hres504-115",0
"9192",1909314,"M001185","Yes","hr3218-115",0
"9193",1921843,"D000620","No","hr3697-115",0
"9194",1919937,"S001180","No","hres533-115",0
"9195",1919318,"G000581","No","hr2824-115",0
"9196",1927091,"R000585","Yes","hr732-115",0
"9197",1909474,"Y000062","Yes","hr3218-115",0
"9198",1919653,"C001080","No","hres533-115",0
"9199",1919916,"R000607","Yes","hres533-115",0
"9200",1921387,"B001286","No","hr3354-115",0
"9201",1926032,"C000984","No","hres580-115",0
"9202",1933088,"T000475","Yes","hr965-115",0
"9203",1917962,"B001297","Yes","hr2792-115",0
"9204",1920945,"A000367","No","hr3284-115",1
"9205",1920397,"V000130","Yes","hr2061-115",0
"9206",1919378,"K000188","No","hr2824-115",0
"9207",1930487,"P000597","No","hres562-115",0
"9208",1905362,"H001071","Yes","s114-115",0
"9209",1922608,"B001305","Yes","hr2611-115",0
"9210",1921790,"B001285","No","hr3697-115",0
"9211",1930696,"C001038","No","hconres71-115",0
"9212",1922125,"T000463","Yes","hr3697-115",0
"9213",1920348,"S001168","Yes","hr2061-115",0
"9214",1859904,"B001292","Yes","hr1117-115",0
"9215",1923889,"D000610","Yes","hr2864-115",0
"9216",1926686,"R000608","Yes","hr3898-115",0
"9217",1927454,"M001159","Yes","hr2142-115",0
"9218",1907985,"H000874","Yes","hr3364-115",0
"9219",1883441,"J000255","Yes","hr2288-115",0
"9220",1914009,"R000395","Yes","hjres76-115",0
"9221",1933329,"L000564","Yes","hr1547-115",0
"9222",1922876,"R000599","Yes","hr2611-115",0
"9223",1922628,"C001077","Yes","hr2611-115",0
"9224",1918309,"V000130","No","hr2792-115",0
"9225",1928589,"H001053","Yes","hr3551-115",0
"9226",1928564,"G000574","Yes","hr3551-115",0
"9227",1929954,"H001073","Yes","hr452-115",0
"9228",1923041,"C001038","No","hres504-115",0
"9229",1920064,"C001072","Yes","hr2061-115",0
"9230",1918000,"C001110","Yes","hr2792-115",1
"9231",1860017,"F000455","Yes","hr1117-115",0
"9232",1919946,"S001170","No","hres533-115",0
"9233",1932977,"M001194","Yes","hr965-115",0
"9234",1923257,"P000598","No","hres504-115",0
"9235",1906919,"T000462","Yes","hr3219-115",0
"9236",1906893,"S000364","Yes","hr3219-115",0
"9237",1925279,"N000179","Yes","hr1698-115",0
"9238",1926600,"L000580","Yes","hr3898-115",0
"9239",1909475,"Y000063","Yes","hr3218-115",0
"9240",1932374,"C001105","Yes","hres548-115",0
"9241",1920432,"A000372","Yes","hr3823-115",0
"9242",1917831,"A000360","Yes","hr2430-115",0
"9243",1923450,"C001069","No","hres500-115",0
"9244",1909747,"N000002","No","s114-115",0
"9245",1914062,"T000193","Yes","hjres76-115",0
"9246",1883607,"S001191","Yes","hr2288-115",0
"9247",1919879,"O000170","No","hres533-115",0
"9248",1930825,"K000392","Yes","hconres71-115",0
"9249",1923190,"L000480","No","hres504-115",0
"9250",1933408,"P000608","Yes","hr1547-115",0
"9251",1922264,"D000614","Yes","hres513-115",0
"9252",1925826,"P000607","No","hr469-115",0
"9253",1920422,"W000810","Yes","hr2061-115",0
"9254",1922908,"S001196","Yes","hr2611-115",0
"9255",1925792,"M001201","Yes","hr469-115",0
"9256",1922216,"C000266","Yes","hres513-115",0
"9257",1923273,"R000592","Yes","hres504-115",0
"9258",1922087,"S000244","Yes","hr3697-115",0
"9259",1924564,"T000468","Yes","hr3110-115",0
"9260",1930739,"F000454","No","hconres71-115",0
"9261",1932485,"J000032","No","hres548-115",0
"9262",1906810,"M001196","No","hr3219-115",0
"9263",1926137,"J000292","Yes","hres580-115",0
"9264",1926948,"H001056","Yes","hr732-115",0
"9265",1860107,"L000587","Yes","hr1117-115",0
"9266",1859901,"B001281","Yes","hr1117-115",0
"9267",1919662,"C001053","Yes","hres533-115",0
"9268",1927670,"C001109","Yes","hres577-115",0
"9269",1927810,"K000386","Yes","hres577-115",0
"9270",1860240,"S000510","Yes","hr1117-115",0
"9271",1923158,"K000381","No","hres504-115",0
"9272",1928888,"I000055","Yes","hconres71-115",0
"9273",1931179,"G000585","No","hres553-115",0
"9274",1926129,"I000056","Yes","hres580-115",0
"9275",1909133,"C001109","Yes","hr3218-115",0
"9276",1920619,"K000009","No","hr3823-115",0
"9277",1926942,"H001045","Yes","hr732-115",0
"9278",1920768,"S001180","No","hr3823-115",0
"9279",1920116,"D000616","Yes","hr2061-115",0
"9280",1909228,"G000576","Yes","hr3218-115",0
"9281",1932406,"D000624","No","hres548-115",0
"9282",1929169,"L000565","Yes","s585-115",0
"9283",1921334,"W000804","Yes","hr3284-115",0
"9284",1914096,"W000809","Yes","hjres76-115",0
"9285",1928769,"S001189","Yes","hr3551-115",0
"9286",1932896,"I000056","Yes","hr965-115",0
"9287",1932846,"F000448","Yes","hr965-115",0
"9288",1922869,"R000583","Yes","hr2611-115",0
"9289",1913800,"D000623","Yes","hjres76-115",0
"9290",1907934,"F000466","Yes","hr3364-115",0
"9291",1899598,"T000477","Yes","hr1873-115",0
"9292",1931984,"D000399","No","hr36-115",0
"9293",1899450,"L000287","No","hr1873-115",0
"9294",1928727,"P000592","Yes","hr3551-115",0
"9295",1859980,"D000620","Yes","hr1117-115",0
"9296",1929977,"K000380","Yes","hr452-115",0
"9297",1927545,"S000244","Yes","hr2142-115",0
"9298",1924581,"W000813","Yes","hr3110-115",0
"9299",1917894,"P000603","Yes","hr2430-115",0
"9300",1909326,"M001156","Yes","hr3218-115",0
"9301",1926106,"H001050","No","hres580-115",0
"9302",1919303,"F000450","Yes","hr2824-115",0
"9303",1905273,"C000754","Yes","s114-115",0
"9304",1924434,"M001158","Yes","hr3110-115",0
"9305",1925850,"R000593","Yes","hr469-115",0
"9306",1921683,"S001170","No","hr3354-115",0
"9307",1913839,"G000563","Yes","hjres76-115",0
"9308",1930943,"R000487","Yes","hconres71-115",0
"9309",1920956,"B001281","Yes","hr3284-115",0
"9310",1925056,"C001091","Yes","hr1698-115",0
"9311",1932052,"H001074","Yes","hr36-115",0
"9312",1932911,"K000376","Yes","hr965-115",0
"9313",1923635,"M001188","No","hres500-115",0
"9314",1922474,"R000580","Yes","hres513-115",0
"9315",1918121,"K000376","Yes","hr2792-115",0
"9316",1919290,"E000215","No","hr2824-115",0
"9317",1922160,"A000370","No","hres513-115",0
"9318",1930344,"G000410","No","hres562-115",0
"9319",1925731,"K000362","Yes","hr469-115",0
"9320",1918984,"L000554","Yes","hres538-115",0
"9321",1919685,"D000598","No","hres533-115",0
"9322",1899588,"S000510","No","hr1873-115",0
"9323",1927035,"M001143","No","hr732-115",0
"9324",1927926,"R000602","No","hres577-115",0
"9325",1929004,"C001068","Yes","s585-115",0
"9326",1920363,"S001154","Yes","hr2061-115",0
"9327",1924186,"W000795","Yes","hr2864-115",0
"9328",1918576,"L000491","Yes","hr3823-115",0
"9329",1919812,"L000567","Yes","hres533-115",0
"9330",1927021,"L000570","No","hr732-115",0
"9331",1883564,"R000591","Yes","hr2288-115",0
"9332",1899590,"S001200","Yes","hr1873-115",1
"9333",1899594,"S001187","Yes","hr1873-115",0
"9334",1906569,"B001290","Yes","hr3219-115",0
"9335",1905505,"R000586","Yes","s114-115",0
"9336",1919156,"W000800","No","hres538-115",0
"9337",1929051,"D000628","Yes","s585-115",0
"9338",1930014,"L000562","Yes","hr452-115",0
"9339",1922578,"B001269","Yes","hr2611-115",0
"9340",1930870,"M000312","No","hconres71-115",0
"9341",1918486,"G000565","Yes","hr3823-115",0
"9342",1924422,"L000583","Yes","hr3110-115",0
"9343",1921963,"L000567","Yes","hr3697-115",0
"9344",1926198,"M001157","Yes","hres580-115",0
"9345",1924519,"R000604","Yes","hr3110-115",0
"9346",1913969,"N000184","Yes","hjres76-115",0
"9347",1929996,"L000586","Yes","hr452-115",0
"9348",1926202,"M000312","No","hres580-115",0
"9349",1933117,"Y000063","Yes","hr965-115",0
"9350",1927897,"O000170","No","hres577-115",0
"9351",1860218,"S001145","Yes","hr1117-115",0
"9352",1909522,"B001305","Yes","s114-115",0
"9353",1922419,"M001189","Yes","hres513-115",0
"9354",1932683,"T000474","No","hres548-115",0
"9355",1920393,"T000465","Yes","hr2061-115",0
"9356",1918207,"O000168","Yes","hr2792-115",0
"9357",1929985,"K000382","Yes","hr452-115",0
"9358",1921528,"J000255","No","hr3354-115",1
"9359",1930330,"G000584","Yes","hres562-115",0
"9360",1927361,"H001064","Yes","hr2142-115",0
"9361",1933138,"B001281","Yes","hr1547-115",0
"9362",1933203,"C001048","Yes","hr1547-115",0
"9363",1883530,"N000188","Yes","hr2288-115",0
"9364",1930735,"F000466","No","hconres71-115",1
"9365",1924189,"W000810","Yes","hr2864-115",0
"9366",1860257,"T000470","Yes","hr1117-115",0
"9367",1922940,"W000822","Yes","hr2611-115",0
"9368",1923449,"C001106","Yes","hres500-115",0
"9369",1926168,"L000560","No","hres580-115",0
"9370",1926078,"F000372","Yes","hres580-115",0
"9371",1930901,"P000609","Yes","hconres71-115",0
"9372",1930413,"L000586","No","hres562-115",0
"9373",1918895,"G000559","No","hres538-115",0
"9374",1920786,"S000522","Yes","hr3823-115",0
"9375",1906621,"C001038","No","hr3219-115",0
"9376",1918660,"R000592","Yes","hr3823-115",0
"9377",1921090,"H001045","Yes","hr3284-115",0
"9378",1913701,"A000370","Yes","hjres76-115",0
"9379",1914603,"D000627","Yes","hr2210-115",0
"9380",1933083,"T000238","Yes","hr965-115",0
"9381",1923166,"K000392","Yes","hres504-115",0
"9382",1919950,"S001148","Yes","hres533-115",0
"9383",1909368,"P000611","Yes","hr3218-115",0
"9384",1930755,"G000581","No","hconres71-115",0
"9385",1924385,"K000385","Yes","hr3110-115",0
"9386",1919663,"C001093","Yes","hres533-115",0
"9387",1931067,"B001227","No","hres553-115",0
"9388",1924182,"W000815","Yes","hr2864-115",0
"9389",1933268,"G000546","Yes","hr1547-115",0
"9390",1918287,"S001175","No","hr2792-115",0
"9391",1927652,"B001285","No","hres577-115",0
"9392",1930918,"P000599","Yes","hconres71-115",0
"9393",1931093,"C001109","Yes","hres553-115",0
"9394",1922790,"L000569","Yes","hr2611-115",0
"9395",1925262,"M001180","Yes","hr1698-115",0
"9396",1920539,"D000533","Yes","hr3823-115",0
"9397",1899339,"D000628","Yes","hr1873-115",0
"9398",1918939,"J000298","No","hres538-115",0
"9399",1922860,"R000602","Yes","hr2611-115",0
"9400",1926296,"S000250","Yes","hres580-115",0
"9401",1932348,"B001289","Yes","hres548-115",0
"9402",1932571,"M001190","Yes","hres548-115",0
"9403",1920767,"S001190","Yes","hr3823-115",1
"9404",1922879,"R000604","Yes","hr2611-115",0
"9405",1920684,"M001180","Yes","hr3823-115",0
"9406",1930645,"B001290","Yes","hconres71-115",0
"9407",1918446,"D000399","No","hr3823-115",0
"9408",1923405,"B001274","Yes","hres500-115",0
"9409",1926922,"G000552","Yes","hr732-115",0
"9410",1883348,"D000197","Yes","hr2288-115",0
"9411",1932741,"B001302","Yes","hr965-115",0
"9412",1925820,"P000593","No","hr469-115",0
"9413",1923230,"N000015","No","hres504-115",0
"9414",1927711,"D000627","No","hres577-115",0
"9415",1927964,"S000250","Yes","hres577-115",0
"9416",1906788,"M001199","Yes","hr3219-115",0
"9417",1929806,"B001296","Yes","hr452-115",0
"9418",1929052,"E000288","Yes","s585-115",0
"9419",1931369,"R000515","No","hres553-115",0
"9420",1928032,"Y000066","Yes","hres577-115",0
"9421",1921767,"B001281","No","hr3697-115",0
"9422",1859897,"B001269","Yes","hr1117-115",0
"9423",1930930,"R000582","Yes","hconres71-115",0
"9424",1918420,"C001096","Yes","hr3823-115",0
"9425",1920627,"K000390","Yes","hr3823-115",1
"9426",1930082,"R000586","Yes","hr452-115",0
"9427",1922671,"E000297","Yes","hr2611-115",0
"9428",1922829,"N000188","Yes","hr2611-115",0
"9429",1919727,"F000448","Yes","hres533-115",0
"9430",1933108,"W000806","Yes","hr965-115",0
"9431",1919802,"K000210","Yes","hres533-115",0
"9432",1925422,"Y000066","Yes","hr1698-115",0
"9433",1922752,"K000388","Yes","hr2611-115",0
"9434",1926275,"R000486","No","hres580-115",0
"9435",1907878,"C001077","Yes","hr3364-115",0
"9436",1918791,"B000755","Yes","hres538-115",0
"9437",1922966,"B001298","Yes","hres504-115",0
"9438",1920640,"L000578","Yes","hr3823-115",0
"9439",1922484,"S001156","No","hres513-115",0
"9440",1927931,"R000575","Yes","hres577-115",0
"9441",1924556,"T000477","Yes","hr3110-115",0
"9442",1906835,"P000605","Yes","hr3219-115",0
"9443",1909333,"M001188","Yes","hr3218-115",0
"9444",1930791,"H001059","Yes","hconres71-115",0
"9445",1927513,"R000575","Yes","hr2142-115",0
"9446",1913758,"C000266","Yes","hjres76-115",0
"9447",1918293,"T000472","No","hr2792-115",0
"9448",1923690,"R000395","Yes","hres500-115",0
"9449",1860243,"S001175","Yes","hr1117-115",0
"9450",1921354,"B001282","Yes","hr3354-115",0
"9451",1906910,"S001201","No","hr3219-115",0
"9452",1913816,"E000298","Yes","hjres76-115",0
"9453",1907980,"H001038","Yes","hr3364-115",0
"9454",1922269,"E000294","Yes","hres513-115",0
"9455",1927360,"H000324","Yes","hr2142-115",0
"9456",1919399,"L000287","No","hr2824-115",0
"9457",1919700,"D000600","Yes","hres533-115",0
"9458",1924212,"B001281","Yes","hr3110-115",0
"9459",1860040,"H001050","Yes","hr1117-115",0
"9460",1926760,"W000820","Yes","hr3898-115",0
"9461",1930286,"D000216","No","hres562-115",0
"9462",1929899,"F000466","Yes","hr452-115",0
"9463",1927508,"R000602","Yes","hr2142-115",0
"9464",1920292,"N000181","Yes","hr2061-115",0
"9465",1933330,"L000567","Yes","hr1547-115",0
"9466",1899513,"P000096","No","hr1873-115",0
"9467",1918045,"F000464","Yes","hr2792-115",0
"9468",1927974,"S001195","Yes","hres577-115",0
"9469",1909394,"R000599","Yes","hr3218-115",0
"9470",1932235,"S001154","Yes","hr36-115",0
"9471",1918624,"O000170","No","hr3823-115",0
"9472",1925757,"L000397","No","hr469-115",0
"9473",1899489,"M001188","No","hr1873-115",0
